shelf_id,floor,x,y
Shelf_157392,2F,48,24
Shelf_157393,3F,33,10
Shelf_157394,3F,37,14
Shelf_157395,3F,31,24
Shelf_157396,2F,11,14
Shelf_157397,2F,10,6
Shelf_157398,3F,35,10
Shelf_157399,2F,12,21
Shelf_157400,3F,26,28
Shelf_157401,2F,54,16
Shelf_157402,2F,9,21
Shelf_157403,2F,51,1
Shelf_157404,3F,31,20
Shelf_157405,2F,35,17
Shelf_157406,2F,53,23
Shelf_157407,2F,26,16
Shelf_157408,2F,21,8
Shelf_157409,3F,38,13
Shelf_157410,3F,46,8
Shelf_157411,3F,39,27
Shelf_157412,2F,14,5
Shelf_157413,3F,55,17
Shelf_157414,3F,59,23
Shelf_157415,3F,28,20
Shelf_157416,2F,37,14
Shelf_157417,3F,24,20
Shelf_157418,2F,42,8
Shelf_157419,2F,34,2
Shelf_157420,2F,37,30
Shelf_157421,2F,37,1
Shelf_157422,2F,45,20
Shelf_157423,3F,8,5
Shelf_157424,3F,31,13
Shelf_157425,2F,8,13
Shelf_157426,3F,21,14
Shelf_157427,2F,14,4
Shelf_157428,2F,45,24
Shelf_157429,3F,11,10
Shelf_157430,3F,30,20
Shelf_157431,3F,38,1
Shelf_157432,3F,16,24
Shelf_157433,2F,29,2
Shelf_157434,2F,9,12
Shelf_157435,3F,50,8
Shelf_157436,3F,15,14
Shelf_157437,3F,28,1
Shelf_157438,3F,26,24
Shelf_157439,3F,53,5
Shelf_157440,3F,50,6
Shelf_157441,2F,55,20
Shelf_157442,2F,50,8
Shelf_157443,2F,29,14
Shelf_157444,2F,26,18
Shelf_157445,2F,55,1
Shelf_157446,3F,59,3
Shelf_157447,3F,32,21
Shelf_157448,3F,31,4
Shelf_157449,2F,47,16
Shelf_157450,3F,13,5
Shelf_157451,2F,48,17
Shelf_157452,3F,53,6
Shelf_157453,2F,57,2
Shelf_157454,3F,55,8
Shelf_157455,3F,24,8
Shelf_157456,2F,49,13
Shelf_157457,2F,21,4
Shelf_157458,3F,35,18
Shelf_157459,3F,30,5
Shelf_157460,3F,26,8
Shelf_157461,2F,31,27
Shelf_157462,3F,24,16
Shelf_157463,3F,53,13
Shelf_157464,3F,32,26
Shelf_157465,2F,26,17
Shelf_157466,2F,41,5
Shelf_157467,2F,46,8
Shelf_157468,2F,22,12
Shelf_157469,3F,9,2
Shelf_157470,3F,18,16
Shelf_157471,3F,40,5
Shelf_157472,3F,50,12
Shelf_157473,3F,39,2
Shelf_157474,3F,14,24
Shelf_157475,2F,36,18
Shelf_157476,2F,45,1
Shelf_157477,3F,13,12
Shelf_157478,3F,48,14
Shelf_157479,3F,42,30
Shelf_157480,3F,46,14
Shelf_157481,2F,10,13
Shelf_157482,2F,37,21
Shelf_157483,3F,16,2
Shelf_157484,3F,10,21
Shelf_157485,3F,21,23
Shelf_157486,2F,11,21
Shelf_157487,3F,40,6
Shelf_157488,2F,41,28
Shelf_157489,2F,10,9
Shelf_157490,3F,22,4
Shelf_157491,2F,16,21
Shelf_157492,2F,50,14
Shelf_157493,3F,30,23
Shelf_157494,3F,11,24
Shelf_157495,3F,11,16
Shelf_157496,3F,26,2
Shelf_157497,2F,57,13
Shelf_157498,2F,59,13
Shelf_157499,2F,53,14
Shelf_157500,2F,18,23
Shelf_157501,2F,57,20
Shelf_157502,2F,49,16
Shelf_157503,3F,41,6
Shelf_157504,2F,24,23
Shelf_157505,2F,38,28
Shelf_157506,3F,44,21
Shelf_157507,3F,53,12
Shelf_157508,2F,36,30
Shelf_157509,3F,15,20
Shelf_157510,3F,14,18
Shelf_157511,2F,8,5
Shelf_157512,2F,46,21
Shelf_157513,3F,14,20
Shelf_157514,3F,49,17
Shelf_157515,2F,49,24
Shelf_157516,2F,16,20
Shelf_157517,3F,46,17
Shelf_157518,2F,21,14
Shelf_157519,2F,13,24
Shelf_157520,2F,29,24
Shelf_157521,3F,30,28
Shelf_157522,2F,24,13
Shelf_157523,3F,44,5
Shelf_157524,2F,32,10
Shelf_157525,3F,20,23
Shelf_157526,2F,16,9
Shelf_157527,3F,50,5
Shelf_157528,2F,31,23
Shelf_157529,2F,16,8
Shelf_157530,2F,19,17
Shelf_157531,2F,46,5
Shelf_157532,3F,46,2
Shelf_157533,2F,35,12
Shelf_157534,3F,59,20
Shelf_157535,2F,39,4
Shelf_157536,3F,46,13
Shelf_157537,3F,13,4
Shelf_157538,3F,52,12
Shelf_157539,2F,35,24
Shelf_157540,2F,35,14
Shelf_157541,3F,59,22
Shelf_157542,3F,11,8
Shelf_157543,3F,31,2
Shelf_157544,3F,33,5
Shelf_157545,2F,40,16
Shelf_157546,2F,23,16
Shelf_157547,3F,16,21
Shelf_157548,2F,52,5
Shelf_157549,3F,41,26
Shelf_157550,2F,27,5
Shelf_157551,2F,52,16
Shelf_157552,3F,12,24
Shelf_157553,3F,55,14
Shelf_157554,3F,10,16
Shelf_157555,2F,57,18
Shelf_157556,3F,50,18
Shelf_157557,2F,33,8
Shelf_157558,2F,32,27
Shelf_157559,3F,23,20
Shelf_157560,2F,26,4
Shelf_157561,3F,49,10
Shelf_157562,3F,14,13
Shelf_157563,2F,19,16
Shelf_157564,2F,59,24
Shelf_157565,3F,9,23
Shelf_157566,3F,31,14
Shelf_157567,3F,17,1
Shelf_157568,2F,40,12
Shelf_157569,3F,55,2
Shelf_157570,2F,20,18
Shelf_157571,3F,14,1
Shelf_157572,2F,22,23
Shelf_157573,2F,30,13
Shelf_157574,2F,13,13
Shelf_157575,2F,20,17
Shelf_157576,3F,34,1
Shelf_157577,3F,55,16
Shelf_157578,2F,31,20
Shelf_157579,3F,15,21
Shelf_157580,3F,36,13
Shelf_157581,2F,23,4
Shelf_157582,2F,19,23
Shelf_157583,2F,21,1
Shelf_157584,3F,45,1
Shelf_157585,3F,22,8
Shelf_157586,3F,35,20
Shelf_157587,3F,46,21
Shelf_157588,2F,56,5
Shelf_157589,2F,52,6
Shelf_157590,3F,27,12
Shelf_157591,3F,44,13
Shelf_157592,2F,47,20
Shelf_157593,3F,19,6
Shelf_157594,3F,56,18
Shelf_157595,2F,57,16
Shelf_157596,2F,15,16
Shelf_157597,3F,30,24
Shelf_157598,2F,26,21
Shelf_157599,2F,54,6
Shelf_157600,3F,26,30
Shelf_157601,3F,10,18
Shelf_157602,3F,47,6
Shelf_157603,2F,39,23
Shelf_157604,2F,39,6
Shelf_157605,2F,14,6
Shelf_157606,2F,12,16
Shelf_157607,3F,35,14
Shelf_157608,2F,37,4
Shelf_157609,2F,15,13
Shelf_157610,2F,12,1
Shelf_157611,3F,41,2
Shelf_157612,2F,23,6
Shelf_157613,3F,57,23
Shelf_157614,3F,13,21
Shelf_157615,3F,49,12
Shelf_157616,3F,9,21
Shelf_157617,2F,42,28
Shelf_157618,3F,54,2
Shelf_157619,2F,49,1
Shelf_157620,2F,46,16
Shelf_157621,3F,59,25
Shelf_157622,2F,53,6
Shelf_157623,3F,42,13
Shelf_157624,2F,28,30
Shelf_157625,2F,37,17
Shelf_157626,3F,59,19
Shelf_157627,2F,56,4
Shelf_157628,2F,30,30
Shelf_157629,2F,53,20
Shelf_157630,3F,23,24
Shelf_157631,2F,21,10
Shelf_157632,3F,41,20
Shelf_157633,3F,10,4
Shelf_157634,3F,40,28
Shelf_157635,2F,50,6
Shelf_157636,3F,23,4
Shelf_157637,3F,36,2
Shelf_157638,2F,44,4
Shelf_157639,3F,28,9
Shelf_157640,3F,33,28
Shelf_157641,3F,8,2
Shelf_157642,3F,19,16
Shelf_157643,3F,13,23
Shelf_157644,2F,52,21
Shelf_157645,3F,55,6
Shelf_157646,2F,30,20
Shelf_157647,2F,52,12
Shelf_157648,2F,49,23
Shelf_157649,3F,37,23
Shelf_157650,3F,33,16
Shelf_157651,2F,42,1
Shelf_157652,3F,15,5
Shelf_157653,3F,36,6
Shelf_157654,2F,39,9
Shelf_157655,3F,41,30
Shelf_157656,2F,30,8
Shelf_157657,2F,11,9
Shelf_157658,2F,50,13
Shelf_157659,3F,24,10
Shelf_157660,2F,20,20
Shelf_157661,3F,15,12
Shelf_157662,2F,30,1
Shelf_157663,2F,53,5
Shelf_157664,3F,31,5
Shelf_157665,2F,35,20
Shelf_157666,3F,27,8
Shelf_157667,2F,31,1
Shelf_157668,3F,21,20
Shelf_157669,3F,38,17
Shelf_157670,3F,21,4
Shelf_157671,3F,23,5
Shelf_157672,3F,42,12
Shelf_157673,2F,59,11
Shelf_157674,2F,21,24
Shelf_157675,2F,47,2
Shelf_157676,2F,55,9
Shelf_157677,3F,55,21
Shelf_157678,3F,56,14
Shelf_157679,3F,9,8
Shelf_157680,2F,29,4
Shelf_157681,3F,57,9
Shelf_157682,3F,54,6
Shelf_157683,3F,24,5
Shelf_157684,2F,57,17
Shelf_157685,2F,33,5
Shelf_157686,3F,27,4
Shelf_157687,2F,42,6
Shelf_157688,2F,57,6
Shelf_157689,2F,31,13
Shelf_157690,2F,37,23
Shelf_157691,3F,18,10
Shelf_157692,3F,38,23
Shelf_157693,3F,13,6
Shelf_157694,2F,18,1
Shelf_157695,3F,14,10
Shelf_157696,3F,14,5
Shelf_157697,2F,24,16
Shelf_157698,3F,30,1
Shelf_157699,3F,13,16
Shelf_157700,3F,39,5
Shelf_157701,2F,59,3
Shelf_157702,3F,47,18
Shelf_157703,3F,53,21
Shelf_157704,2F,26,24
Shelf_157705,3F,14,17
Shelf_157706,2F,11,1
Shelf_157707,2F,54,9
Shelf_157708,3F,54,12
Shelf_157709,3F,39,21
Shelf_157710,2F,36,4
Shelf_157711,2F,42,23
Shelf_157712,3F,29,14
Shelf_157713,3F,49,9
Shelf_157714,3F,18,6
Shelf_157715,2F,39,10
Shelf_157716,2F,48,14
Shelf_157717,3F,47,13
Shelf_157718,3F,32,5
Shelf_157719,2F,18,8
Shelf_157720,2F,29,30
Shelf_157721,2F,53,17
Shelf_157722,3F,12,14
Shelf_157723,3F,29,8
Shelf_157724,2F,54,5
Shelf_157725,3F,52,2
Shelf_157726,3F,21,16
Shelf_157727,2F,35,30
Shelf_157728,3F,46,20
Shelf_157729,2F,22,5
Shelf_157730,2F,14,23
Shelf_157731,2F,27,30
Shelf_157732,3F,47,8
Shelf_157733,2F,39,12
Shelf_157734,2F,27,12
Shelf_157735,2F,8,16
Shelf_157736,2F,39,24
Shelf_157737,2F,37,18
Shelf_157738,3F,21,18
Shelf_157739,2F,39,14
Shelf_157740,3F,55,1
Shelf_157741,3F,13,1
Shelf_157742,3F,45,10
Shelf_157743,2F,56,6
Shelf_157744,3F,21,13
Shelf_157745,3F,35,26
Shelf_157746,3F,20,13
Shelf_157747,2F,48,13
Shelf_157748,3F,27,2
Shelf_157749,2F,41,12
Shelf_157750,3F,22,14
Shelf_157751,2F,15,5
Shelf_157752,3F,48,24
Shelf_157753,2F,54,20
Shelf_157754,2F,22,20
Shelf_157755,2F,27,2
Shelf_157756,2F,14,1
Shelf_157757,3F,11,13
Shelf_157758,3F,44,24
Shelf_157759,3F,35,6
Shelf_157760,3F,55,10
Shelf_157761,2F,56,2
Shelf_157762,2F,59,16
Shelf_157763,2F,37,6
Shelf_157764,3F,24,21
Shelf_157765,3F,27,30
Shelf_157766,2F,31,12
Shelf_157767,3F,18,24
Shelf_157768,3F,31,30
Shelf_157769,2F,32,30
Shelf_157770,3F,56,20
Shelf_157771,2F,22,9
Shelf_157772,2F,50,10
Shelf_157773,2F,27,23
Shelf_157774,2F,46,18
Shelf_157775,3F,49,8
Shelf_157776,2F,22,10
Shelf_157777,2F,38,6
Shelf_157778,3F,32,23
Shelf_157779,2F,12,12
Shelf_157780,3F,38,26
Shelf_157781,2F,32,12
Shelf_157782,3F,48,18
Shelf_157783,3F,41,14
Shelf_157784,3F,52,1
Shelf_157785,3F,59,17
Shelf_157786,2F,42,4
Shelf_157787,2F,59,18
Shelf_157788,3F,48,20
Shelf_157789,3F,39,30
Shelf_157790,2F,31,30
Shelf_157791,3F,19,17
Shelf_157792,3F,30,26
Shelf_157793,2F,40,27
Shelf_157794,2F,49,2
Shelf_157795,2F,38,12
Shelf_157796,2F,36,28
Shelf_157797,3F,52,13
Shelf_157798,3F,35,28
Shelf_157799,2F,14,20
Shelf_157800,2F,10,1
Shelf_157801,2F,29,23
Shelf_157802,3F,22,13
Shelf_157803,3F,35,9
Shelf_157804,2F,57,4
Shelf_157805,3F,34,30
Shelf_157806,2F,12,5
Shelf_157807,3F,47,16
Shelf_157808,2F,19,13
Shelf_157809,2F,54,1
Shelf_157810,2F,23,13
Shelf_157811,2F,47,13
Shelf_157812,3F,35,1
Shelf_157813,3F,56,8
Shelf_157814,3F,55,12
Shelf_157815,2F,40,5
Shelf_157816,3F,31,6
Shelf_157817,2F,33,12
Shelf_157818,2F,16,2
Shelf_157819,2F,40,4
Shelf_157820,2F,35,23
Shelf_157821,2F,50,12
Shelf_157822,3F,40,8
Shelf_157823,2F,52,13
Shelf_157824,3F,35,27
Shelf_157825,3F,12,4
Shelf_157826,3F,39,28
Shelf_157827,2F,45,14
Shelf_157828,2F,59,12
Shelf_157829,3F,11,12
Shelf_157830,2F,10,24
Shelf_157831,3F,23,12
Shelf_157832,3F,54,4
Shelf_157833,2F,47,8
Shelf_157834,2F,36,21
Shelf_157835,2F,15,17
Shelf_157836,2F,24,5
Shelf_157837,2F,47,24
Shelf_157838,2F,21,16
Shelf_157839,3F,10,2
Shelf_157840,2F,24,10
Shelf_157841,2F,39,17
Shelf_157842,2F,37,28
Shelf_157843,3F,29,12
Shelf_157844,3F,33,14
Shelf_157845,3F,41,16
Shelf_157846,2F,33,28
Shelf_157847,3F,50,17
Shelf_157848,3F,38,28
Shelf_157849,3F,56,17
Shelf_157850,2F,27,17
Shelf_157851,3F,38,14
Shelf_157852,3F,33,26
Shelf_157853,3F,26,16
Shelf_157854,3F,38,10
Shelf_157855,3F,8,16
Shelf_157856,2F,33,1
Shelf_157857,2F,19,6
Shelf_157858,2F,30,5
Shelf_157859,3F,59,24
Shelf_157860,2F,36,2
Shelf_157861,2F,41,16
Shelf_157862,2F,40,8
Shelf_157863,2F,55,17
Shelf_157864,2F,18,24
Shelf_157865,2F,32,1
Shelf_157866,2F,32,16
Shelf_157867,2F,23,8
Shelf_157868,2F,28,17
Shelf_157869,2F,32,14
Shelf_157870,3F,9,17
Shelf_157871,2F,13,2
Shelf_157872,3F,36,18
Shelf_157873,3F,57,14
Shelf_157874,3F,49,16
Shelf_157875,2F,37,26
Shelf_157876,3F,31,28
Shelf_157877,3F,54,21
Shelf_157878,3F,11,14
Shelf_157879,2F,57,5
Shelf_157880,2F,15,10
Shelf_157881,2F,11,4
Shelf_157882,3F,26,18
Shelf_157883,2F,27,13
Shelf_157884,3F,42,21
Shelf_157885,3F,9,10
Shelf_157886,2F,10,21
Shelf_157887,3F,34,2
Shelf_157888,3F,50,9
Shelf_157889,2F,22,24
Shelf_157890,2F,21,2
Shelf_157891,2F,10,18
Shelf_157892,2F,39,26
Shelf_157893,2F,11,16
Shelf_157894,2F,13,10
Shelf_157895,2F,48,9
Shelf_157896,2F,59,6
Shelf_157897,2F,33,16
Shelf_157898,3F,17,2
Shelf_157899,3F,50,2
Shelf_157900,2F,59,14
Shelf_157901,2F,30,16
Shelf_157902,3F,18,18
Shelf_157903,3F,36,27
Shelf_157904,3F,41,8
Shelf_157905,2F,29,28
Shelf_157906,3F,41,23
Shelf_157907,2F,21,5
Shelf_157908,2F,13,20
Shelf_157909,2F,38,14
Shelf_157910,3F,56,13
Shelf_157911,2F,26,20
Shelf_157912,2F,11,20
Shelf_157913,3F,21,1
Shelf_157914,3F,10,6
Shelf_157915,3F,32,4
Shelf_157916,3F,33,18
Shelf_157917,3F,29,27
Shelf_157918,3F,12,8
Shelf_157919,3F,40,16
Shelf_157920,3F,9,13
Shelf_157921,3F,15,6
Shelf_157922,2F,59,19
Shelf_157923,3F,26,12
Shelf_157924,3F,28,8
Shelf_157925,2F,14,13
Shelf_157926,2F,13,14
Shelf_157927,2F,47,17
Shelf_157928,2F,45,6
Shelf_157929,2F,44,6
Shelf_157930,3F,22,2
Shelf_157931,2F,37,20
Shelf_157932,2F,49,10
Shelf_157933,2F,23,20
Shelf_157934,2F,23,23
Shelf_157935,3F,10,1
Shelf_157936,2F,8,8
Shelf_157937,2F,36,20
Shelf_157938,2F,44,12
Shelf_157939,2F,19,1
Shelf_157940,3F,59,7
Shelf_157941,3F,12,18
Shelf_157942,2F,54,2
Shelf_157943,2F,46,14
Shelf_157944,2F,19,14
Shelf_157945,2F,8,23
Shelf_157946,3F,23,1
Shelf_157947,3F,59,6
Shelf_157948,3F,33,6
Shelf_157949,2F,42,9
Shelf_157950,2F,56,1
Shelf_157951,2F,37,2
Shelf_157952,2F,52,4
Shelf_157953,2F,12,4
Shelf_157954,2F,35,8
Shelf_157955,3F,51,1
Shelf_157956,3F,14,4
Shelf_157957,2F,13,9
Shelf_157958,3F,47,23
Shelf_157959,2F,44,24
Shelf_157960,2F,33,18
Shelf_157961,3F,50,14
Shelf_157962,2F,13,6
Shelf_157963,2F,26,9
Shelf_157964,3F,19,9
Shelf_157965,3F,41,17
Shelf_157966,2F,36,13
Shelf_157967,3F,57,20
Shelf_157968,2F,28,24
Shelf_157969,3F,20,9
Shelf_157970,3F,49,20
Shelf_157971,3F,39,18
Shelf_157972,2F,41,24
Shelf_157973,3F,14,2
Shelf_157974,2F,30,2
Shelf_157975,3F,55,9
Shelf_157976,2F,56,13
Shelf_157977,2F,31,17
Shelf_157978,2F,38,20
Shelf_157979,2F,13,23
Shelf_157980,3F,27,27
Shelf_157981,3F,33,2
Shelf_157982,2F,30,23
Shelf_157983,3F,53,10
Shelf_157984,3F,56,10
Shelf_157985,3F,23,8
Shelf_157986,3F,20,8
Shelf_157987,2F,21,20
Shelf_157988,2F,44,17
Shelf_157989,3F,31,26
Shelf_157990,3F,27,9
Shelf_157991,3F,40,9
Shelf_157992,3F,9,5
Shelf_157993,3F,28,23
Shelf_157994,3F,16,17
Shelf_157995,2F,47,4
Shelf_157996,3F,20,2
Shelf_157997,2F,24,2
Shelf_157998,2F,35,13
Shelf_157999,3F,59,13
Shelf_158000,2F,14,24
Shelf_158001,3F,36,5
Shelf_158002,3F,56,9
Shelf_158003,3F,56,21
Shelf_158004,3F,10,14
Shelf_158005,3F,42,8
Shelf_158006,2F,33,17
Shelf_158007,2F,8,1
Shelf_158008,2F,48,12
Shelf_158009,3F,37,9
Shelf_158010,3F,52,20
Shelf_158011,3F,10,12
Shelf_158012,2F,16,6
Shelf_158013,2F,40,20
Shelf_158014,2F,33,30
Shelf_158015,2F,24,24
Shelf_158016,3F,16,4
Shelf_158017,2F,56,16
Shelf_158018,2F,40,6
Shelf_158019,2F,54,12
Shelf_158020,3F,46,6
Shelf_158021,2F,8,24
Shelf_158022,3F,8,1
Shelf_158023,3F,35,21
Shelf_158024,3F,15,2
Shelf_158025,3F,56,1
Shelf_158026,2F,56,12
Shelf_158027,3F,48,21
Shelf_158028,2F,55,2
Shelf_158029,3F,10,13
Shelf_158030,3F,24,12
Shelf_158031,3F,20,10
Shelf_158032,2F,42,14
Shelf_158033,2F,50,23
Shelf_158034,3F,58,1
Shelf_158035,3F,53,16
Shelf_158036,3F,19,24
Shelf_158037,3F,23,10
Shelf_158038,2F,25,1
Shelf_158039,2F,32,24
Shelf_158040,3F,39,16
Shelf_158041,2F,12,20
Shelf_158042,2F,16,12
Shelf_158043,2F,49,18
Shelf_158044,2F,44,21
Shelf_158045,3F,57,18
Shelf_158046,2F,8,21
Shelf_158047,2F,27,6
Shelf_158048,2F,9,4
Shelf_158049,3F,42,24
Shelf_158050,2F,24,1
Shelf_158051,2F,9,18
Shelf_158052,2F,19,24
Shelf_158053,2F,25,2
Shelf_158054,2F,45,8
Shelf_158055,3F,29,13
Shelf_158056,2F,16,23
Shelf_158057,3F,21,8
Shelf_158058,2F,42,16
Shelf_158059,3F,57,6
Shelf_158060,2F,41,20
Shelf_158061,2F,59,20
Shelf_158062,3F,32,20
Shelf_158063,2F,20,12
Shelf_158064,3F,39,23
Shelf_158065,3F,21,10
Shelf_158066,2F,33,13
Shelf_158067,3F,48,2
Shelf_158068,3F,48,9
Shelf_158069,3F,42,27
Shelf_158070,2F,29,26
Shelf_158071,3F,10,23
Shelf_158072,3F,35,4
Shelf_158073,3F,27,1
Shelf_158074,3F,29,26
Shelf_158075,2F,29,9
Shelf_158076,3F,23,16
Shelf_158077,2F,59,9
Shelf_158078,3F,15,23
Shelf_158079,2F,57,12
Shelf_158080,2F,29,8
Shelf_158081,3F,35,16
Shelf_158082,2F,49,12
Shelf_158083,2F,24,14
Shelf_158084,3F,21,12
Shelf_158085,2F,46,9
Shelf_158086,3F,12,16
Shelf_158087,2F,9,8
Shelf_158088,2F,49,20
Shelf_158089,3F,43,2
Shelf_158090,3F,30,14
Shelf_158091,3F,37,16
Shelf_158092,2F,56,9
Shelf_158093,3F,57,16
Shelf_158094,2F,30,18
Shelf_158095,3F,39,13
Shelf_158096,2F,39,1
Shelf_158097,3F,56,16
Shelf_158098,3F,33,8
Shelf_158099,2F,38,17
Shelf_158100,2F,11,5
Shelf_158101,3F,32,12
Shelf_158102,3F,27,23
Shelf_158103,3F,48,1
Shelf_158104,3F,38,6
Shelf_158105,2F,27,1
Shelf_158106,2F,38,10
Shelf_158107,2F,15,21
Shelf_158108,3F,38,4
Shelf_158109,3F,29,2
Shelf_158110,3F,53,17
Shelf_158111,2F,35,6
Shelf_158112,3F,49,21
Shelf_158113,2F,23,17
Shelf_158114,3F,36,12
Shelf_158115,2F,27,16
Shelf_158116,2F,54,18
Shelf_158117,2F,8,6
Shelf_158118,3F,36,9
Shelf_158119,3F,19,21
Shelf_158120,2F,45,13
Shelf_158121,2F,38,30
Shelf_158122,3F,13,24
Shelf_158123,3F,24,14
Shelf_158124,2F,20,2
Shelf_158125,2F,27,24
Shelf_158126,3F,32,13
Shelf_158127,2F,22,21
Shelf_158128,3F,40,26
Shelf_158129,2F,57,14
Shelf_158130,3F,59,18
Shelf_158131,3F,38,16
Shelf_158132,3F,42,6
Shelf_158133,3F,11,17
Shelf_158134,2F,46,23
Shelf_158135,3F,30,6
Shelf_158136,3F,18,2
Shelf_158137,2F,36,8
Shelf_158138,2F,28,18
Shelf_158139,2F,35,5
Shelf_158140,3F,37,4
Shelf_158141,2F,37,27
Shelf_158142,2F,16,13
Shelf_158143,3F,48,13
Shelf_158144,3F,18,4
Shelf_158145,3F,37,18
Shelf_158146,3F,29,18
Shelf_158147,3F,28,17
Shelf_158148,2F,26,30
Shelf_158149,2F,41,13
Shelf_158150,3F,20,16
Shelf_158151,3F,44,12
Shelf_158152,3F,31,21
Shelf_158153,3F,31,27
Shelf_158154,2F,30,28
Shelf_158155,2F,41,27
Shelf_158156,2F,33,21
Shelf_158157,2F,37,9
Shelf_158158,2F,55,21
Shelf_158159,3F,12,23
Shelf_158160,3F,27,28
Shelf_158161,3F,46,4
Shelf_158162,2F,26,6
Shelf_158163,2F,11,24
Shelf_158164,3F,57,2
Shelf_158165,2F,53,8
Shelf_158166,3F,10,5
Shelf_158167,2F,13,4
Shelf_158168,2F,36,23
Shelf_158169,3F,31,10
Shelf_158170,2F,20,13
Shelf_158171,2F,9,14
Shelf_158172,3F,47,1
Shelf_158173,3F,40,17
Shelf_158174,3F,14,8
Shelf_158175,2F,20,1
Shelf_158176,2F,56,17
Shelf_158177,2F,48,16
Shelf_158178,2F,40,24
Shelf_158179,2F,41,18
Shelf_158180,3F,9,4
Shelf_158181,3F,29,6
Shelf_158182,3F,8,4
Shelf_158183,2F,38,13
Shelf_158184,2F,46,1
Shelf_158185,2F,42,20
Shelf_158186,3F,55,23
Shelf_158187,3F,57,17
Shelf_158188,3F,12,12
Shelf_158189,2F,42,27
Shelf_158190,2F,14,12
Shelf_158191,2F,23,1
Shelf_158192,2F,50,5
Shelf_158193,2F,52,10
Shelf_158194,2F,22,18
Shelf_158195,2F,40,21
Shelf_158196,2F,45,23
Shelf_158197,3F,13,18
Shelf_158198,3F,22,5
Shelf_158199,2F,36,1
Shelf_158200,3F,15,16
Shelf_158201,3F,45,20
Shelf_158202,3F,18,14
Shelf_158203,2F,30,26
Shelf_158204,3F,27,20
Shelf_158205,2F,37,24
Shelf_158206,3F,20,20
Shelf_158207,3F,40,10
Shelf_158208,2F,12,2
Shelf_158209,2F,39,20
Shelf_158210,2F,14,14
Shelf_158211,3F,20,21
Shelf_158212,2F,43,2
Shelf_158213,2F,23,12
Shelf_158214,3F,54,8
Shelf_158215,3F,25,2
Shelf_158216,3F,33,4
Shelf_158217,3F,35,30
Shelf_158218,2F,8,14
Shelf_158219,2F,45,17
Shelf_158220,2F,13,12
Shelf_158221,2F,22,4
Shelf_158222,2F,15,2
Shelf_158223,3F,30,12
Shelf_158224,3F,52,8
Shelf_158225,3F,16,1
Shelf_158226,2F,30,6
Shelf_158227,3F,55,18
Shelf_158228,3F,15,13
Shelf_158229,3F,29,23
Shelf_158230,2F,59,8
Shelf_158231,2F,11,13
Shelf_158232,2F,18,12
Shelf_158233,3F,9,9
Shelf_158234,2F,27,27
Shelf_158235,3F,47,21
Shelf_158236,2F,27,9
Shelf_158237,2F,22,16
Shelf_158238,3F,14,21
Shelf_158239,2F,24,21
Shelf_158240,3F,33,1
Shelf_158241,3F,41,28
Shelf_158242,2F,45,2
Shelf_158243,3F,10,10
Shelf_158244,3F,24,1
Shelf_158245,2F,55,13
Shelf_158246,3F,16,23
Shelf_158247,2F,44,5
Shelf_158248,3F,49,13
Shelf_158249,2F,8,17
Shelf_158250,2F,9,1
Shelf_158251,3F,48,23
Shelf_158252,3F,33,24
Shelf_158253,2F,11,23
Shelf_158254,2F,47,9
Shelf_158255,2F,19,10
Shelf_158256,2F,27,18
Shelf_158257,3F,12,17
Shelf_158258,3F,46,12
Shelf_158259,3F,49,2
Shelf_158260,2F,32,18
Shelf_158261,3F,22,20
Shelf_158262,3F,40,12
Shelf_158263,2F,38,2
Shelf_158264,3F,26,10
Shelf_158265,2F,49,17
Shelf_158266,2F,19,9
Shelf_158267,3F,59,10
Shelf_158268,3F,40,13
Shelf_158269,3F,52,17
Shelf_158270,2F,50,9
Shelf_158271,2F,57,10
Shelf_158272,3F,52,6
Shelf_158273,3F,44,17
Shelf_158274,3F,9,12
Shelf_158275,3F,11,20
Shelf_158276,2F,42,26
Shelf_158277,3F,9,20
Shelf_158278,3F,59,5
Shelf_158279,2F,20,16
Shelf_158280,2F,41,6
Shelf_158281,2F,21,23
Shelf_158282,2F,26,12
Shelf_158283,3F,36,1
Shelf_158284,3F,22,12
Shelf_158285,3F,11,6
Shelf_158286,2F,32,17
Shelf_158287,3F,36,17
Shelf_158288,3F,12,21
Shelf_158289,3F,16,16
Shelf_158290,2F,27,10
Shelf_158291,2F,40,9
Shelf_158292,3F,20,4
Shelf_158293,3F,44,14
Shelf_158294,3F,53,20
Shelf_158295,2F,44,10
Shelf_158296,2F,44,13
Shelf_158297,2F,54,21
Shelf_158298,3F,42,28
Shelf_158299,3F,14,23
Shelf_158300,3F,24,18
Shelf_158301,2F,14,17
Shelf_158302,3F,18,1
Shelf_158303,2F,39,5
Shelf_158304,3F,28,14
Shelf_158305,2F,37,5
Shelf_158306,2F,29,17
Shelf_158307,3F,52,10
Shelf_158308,2F,34,30
Shelf_158309,3F,14,12
Shelf_158310,3F,52,5
Shelf_158311,3F,53,14
Shelf_158312,2F,26,10
Shelf_158313,2F,31,18
Shelf_158314,2F,12,24
Shelf_158315,2F,29,6
Shelf_158316,2F,37,16
Shelf_158317,2F,20,8
Shelf_158318,2F,28,16
Shelf_158319,3F,11,23
Shelf_158320,2F,46,24
Shelf_158321,2F,20,4
Shelf_158322,2F,31,28
Shelf_158323,3F,28,2
